cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
madhya pradesh_1000000.0_constructionofroadslinkro,madhya pradesh,171,33,19,153,1000000.0,2357; 16088; 27586; 34537; 90533,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_100000.0_purchaseofbooksandperiodi,bihar,170,2,2,3,100000.0,193845; 193846; 193847; 193848; 193849,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_200000.0_lightingofpublicspaces,telangana,169,13,8,21,200000.0,151563; 151564; 207714; 216445; 286362,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_150000.0_lightingofpublicspaces,jharkhand,166,2,1,6,150000.0,136558; 136568; 136569; 136570; 136571,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_1000000.0_constructionofroadslinkro,rajasthan,165,38,21,108,1000000.0,11883; 82553; 83255; 102177; 133088,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_500000.0_constructionofroadslinkro,punjab,165,26,14,113,500000.0,15150; 15151; 15243; 162213; 209605,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_999000.0_constructionofroadslinkro,maharashtra,165,43,30,135,999000.0,135956; 142720; 145309; 162318; 162320,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_300000.0_constructionofcommunityce,telangana,165,10,7,72,300000.0,208853; 208854; 138983; 139031; 144978,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_300000.0_naconstructionofcommunity,odisha,164,20,17,0,300000.0,229799; 229834; 229835; 229839; 229842,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_227000.0_lightingofpublicspaces,uttar pradesh,162,3,2,3,227000.0,144184; 144185; 144186; 144187; 144188,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_400000.0_constructionofroadslinkro,odisha,159,24,17,91,400000.0,72529; 75816; 75817; 75818; 75820,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_232000.0_lightingofpublicspaces,uttar pradesh,157,1,1,2,232000.0,137974; 137975; 137976; 137977; 137978,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_250000.0_naconstructionofcommunity,karnataka,157,6,4,0,250000.0,168553; 220015; 220016; 225513; 229170,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_300000.0_nastreetlights,kerala,156,4,4,0,300000.0,180873; 142614; 142615; 142616; 142637,NA-Street lights,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_100000.0_constructionoffootpathsan,uttarakhand,156,3,3,100,100000.0,154202; 154213; 154215; 154216; 154218,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_111000.0_installingcommunitydrinki,madhya pradesh,155,1,1,1,111000.0,93128; 93150; 93153; 93158; 93159,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_300000.0_constructionofroadslinkro,himachal pradesh,153,8,5,109,300000.0,13524; 25309; 25323; 25353; 25523,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_499000.0_constructionofroadslinkro,telangana,153,14,10,70,499000.0,149782; 150577; 150578; 152302; 152305,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_50000.0_constructionofbuildingsfo,madhya pradesh,153,5,4,100,50000.0,165085; 165087; 165088; 165542; 166947,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_244000.0_lightingofpublicspaces,kerala,152,2,2,1,244000.0,40325; 40364; 40380; 40387; 40392,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_435000.0_lightingofpublicspaces,tamil nadu,151,4,3,18,435000.0,167641; 167642; 167705; 167707; 167718,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_239000.0_lightingofpublicspaces,uttar pradesh,150,3,3,4,239000.0,36273; 36295; 36296; 36298; 36299,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_220000.0_nalightingofpublicspaces,maharashtra,150,1,1,0,220000.0,186711; 186970; 186975; 255147; 255148,NA-Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_500000.0_constructionofculvertsand,madhya pradesh,148,25,16,137,500000.0,1464; 9774; 171664; 172492; 179747,Construction of culverts and bridges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_283000.0_lightingofpublicspaces,uttar pradesh,148,2,2,4,283000.0,3469; 3470; 3471; 3472; 3473,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_200000.0_constructionofcommunityce,himachal pradesh,148,8,5,102,200000.0,25427; 48420; 147631; 172612; 172861,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_500000.0_constructionofcommonworks,gujarat,148,23,16,73,500000.0,140610; 145852; 149378; 162253; 162254,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_499000.0_constructionofroadslinkro,andhra pradesh,148,26,18,88,499000.0,180390; 180393; 180398; 180400; 180403,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_500000.0_constructionofcommunityce,haryana,147,13,8,75,500000.0,134739; 135791; 135793; 135798; 135800,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_300000.0_constructionofroadslinkro,madhya pradesh,146,29,19,130,300000.0,1631; 122847; 125577; 125582; 168246,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_15000.0_lightingofpublicspaces,uttar pradesh,146,3,3,3,15000.0,202819; 202820; 202821; 202825; 202826,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_400000.0_installingcommunitydrinki,bihar,145,2,2,1,400000.0,73182; 73242; 73275; 73979; 73991,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_400000.0_constructionofcommunityce,karnataka,144,22,16,84,400000.0,155261; 233118; 248444; 140369; 160209,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_200000.0_purchaseofmobilewatertank,madhya pradesh,143,3,3,20,200000.0,258030; 258031; 258032; 258033; 258034,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_500000.0_constructionofcommunityce,chhattisgarh,142,15,11,120,500000.0,140539; 140544; 140545; 140677; 142113,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_235000.0_napurchaseofsmartboardsvi,tamil nadu,142,2,2,0,235000.0,271326; 271327; 271328; 271329; 271330,"NA-Purchase of smart boards, visual display units and projectors","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_197000.0_lightingofpublicspaces,uttar pradesh,141,2,2,2,197000.0,159824; 159825; 159826; 159827; 159828,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_233000.0_installingcommunitydrinki,punjab,141,1,1,6,233000.0,135259; 135262; 137278; 137285; 137286,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_300000.0_lightingofpublicspaces,jharkhand,140,4,3,4,300000.0,136015; 228159; 228160; 228161; 228162,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_200000.0_constructionofcommonworks,madhya pradesh,140,24,15,90,200000.0,203531; 227562; 248599; 250280; 250282,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_480000.0_purchaseofitsystemsinclud,odisha,140,3,2,12,480000.0,140197; 140198; 140199; 140200; 140201,"Purchase of IT systems, including hardware and software for educational purposes","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_106000.0_nalightingofpublicspaces,uttar pradesh,140,1,1,0,106000.0,302702; 302703; 302704; 302705; 302706,NA-Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_1000000.0_constructionofcommunityce,assam,139,20,14,92,1000000.0,132605; 132658; 132690; 217297; 217299,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_366000.0_purchaseofmobilewatertank,punjab,139,1,1,11,366000.0,156716; 157489; 158714; 161320; 161340,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_200000.0_purchaseofmobilewatertank,punjab,139,6,4,14,200000.0,137630; 137633; 140024; 140025; 140027,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
